depth_cm,unit,min_Sh20_age_BP,max_Sh20_age_BP,median_Sh20_age_BP,mean_Sh20_age_BP,Si_pc_TSN,K_pc_TSN,Ca_pc_TSN,Ti_pc_TSN,Mn_pc_TSN,Fe_pc_TSN,Zn_pc_TSN,Br_pc_TSN,Rb_pc_TSN,Sr_pc_TSN,Zr_pc_TSN,Mo_inc_pc_TSN,Mo_coh_pc_TSN,SUM_pc_TSN,Mo_inc_coh_ratio
10.16,9,641.44,882.09,752.2,754.98,0.12,0.155,2.932,1.798,1.414,73.53,0.045,0,0.16,1.748,0.411,12.111,3.802,98.222,3.185040396
10.18,9,643.25,883.15,753.1,756.16,0.06,0.133,2.868,1.839,1.393,73.89,0.087,0.129,0.114,1.716,0.437,11.95,3.64,98.261,3.283392035
10.2,9,645.3,884.07,753.87,757.33,0.1,0.129,3.037,1.857,1.427,73.127,0.085,0.014,0.138,1.811,0.578,12.248,3.802,98.352,3.221699346
10.22,9,647.07,884.89,754.95,758.51,0.12,0.162,3.098,1.858,1.567,72.996,0.109,0.047,0.11,1.821,0.477,11.949,3.714,98.024,3.217003411
10.24,9,649.36,885.59,756.1,759.68,0.1,0.169,3.165,1.829,1.578,72.852,0.125,0.187,0.107,1.795,0.51,12.047,3.615,98.08,3.331987076
10.26,9,650.84,886.42,756.69,760.86,0.1,0.162,3.034,1.788,1.594,73.737,0.085,0.053,0.145,1.698,0.537,11.766,3.636,98.339,3.236441357
10.28,9,652.6,887.34,757.84,762.03,0.08,0.165,3.06,1.847,1.573,74.596,0.157,0.071,0.071,1.523,0.433,11.456,3.371,98.404,3.398247598
10.3,9,654.58,888.82,758.73,763.21,0.1,0.145,2.977,1.974,1.505,75.109,0.074,0.17,0.04,1.664,0.302,10.978,3.515,98.555,3.123097463
10.32,9,657.16,889.79,759.92,764.39,0.11,0.152,3.07,1.945,1.321,74.812,0.094,0.114,0.117,1.622,0.491,11.016,3.531,98.397,3.119266055
10.34,9,658.58,890.9,761.26,765.56,0.08,0.164,3.007,1.95,1.573,74.924,0.075,0.069,0.097,1.55,0.451,10.973,3.42,98.332,3.20886247
10.36,9,660.79,891.77,762.3,766.74,0.09,0.152,3.136,1.975,1.431,75.091,0.165,0.082,0.05,1.589,0.467,10.879,3.404,98.51,3.195775792
10.38,9,662.54,892.65,763.14,767.91,0.09,0.138,3.014,2.113,1.163,75.17,0.095,0.177,0.058,1.693,0.494,10.76,3.42,98.388,3.146585816
10.4,9,664.3,893.44,764.17,769.09,0.08,0.142,2.825,2.072,1.588,75.618,0.095,0.064,0.043,1.69,0.328,10.588,3.282,98.415,3.225736686
10.42,T1a,666.52,894.7,765.13,770.26,0.08,0.141,2.814,2.013,1.518,75.829,0.115,0.056,0.111,1.703,0.375,10.375,3.191,98.326,3.251242408
10.44,T1a,667.85,895.87,765.79,771.44,0.08,0.147,2.975,2.042,1.238,76.166,0.113,0.094,0,1.606,0.397,10.532,3.356,98.749,3.13832853
10.46,T1a,669.51,896.79,766.95,772.61,0.1,0.14,3.037,1.94,1.197,76.373,0.109,0.114,0.017,1.695,0.361,10.251,3.25,98.581,3.153639538
10.48,T1a,671.02,897.68,767.95,773.79,0.1,0.163,2.995,1.967,1.201,76.017,0.077,0.116,0.078,1.685,0.416,10.154,3.258,98.227,3.116743057
10.5,T1a,672.83,899.4,768.62,774.96,0.1,0.15,2.802,1.984,1.106,75.686,0.128,0.062,0.06,1.733,0.449,10.708,3.396,98.363,3.152849741
10.52,T1a,672.83,899.4,768.62,774.96,0.14,0.155,3.058,2.073,1.248,75.328,0.11,0.147,0.057,1.716,0.368,10.523,3.267,98.184,3.221284703
10.54,T1a,672.83,899.4,768.62,774.96,0.11,0.158,2.99,1.924,1.27,75.486,0.078,0.071,0.08,1.713,0.424,10.623,3.346,98.272,3.17445994
10.56,T1a,672.83,899.4,768.62,774.96,0.07,0.158,3.042,1.832,1.411,75.04,0.093,0.085,0.05,1.724,0.531,10.925,3.594,98.554,3.040164779
10.58,T1a,672.83,899.4,768.62,774.96,0.09,0.15,2.804,1.891,1.259,75.788,0.099,0.088,0,1.657,0.45,10.929,3.361,98.568,3.251655629
10.6,T1a,672.83,899.4,768.62,774.96,0.11,0.15,2.802,1.773,1.202,75.498,0.101,0.055,0.028,1.712,0.554,11.105,3.59,98.681,3.093193717
10.62,T1a,672.83,899.4,768.62,774.96,0.09,0.145,2.789,1.816,1.066,75.088,0.099,0.073,0.069,1.686,0.439,11.131,3.7,98.194,3.008230453
10.64,T1a,672.83,899.4,768.62,774.96,0.09,0.15,2.818,1.773,1.303,74.906,0.127,0.075,0,1.792,0.509,11.194,3.581,98.325,3.125972006
10.66,T1a,672.83,899.4,768.62,774.96,0.1,0.155,2.737,1.84,1.299,75.154,0.181,0.167,0.018,1.729,0.501,11.018,3.56,98.454,3.094594595
10.68,T1a,672.83,899.4,768.62,774.96,0.1,0.16,2.646,1.674,1.383,75.161,0.087,0.1,0.036,1.835,0.45,10.944,3.575,98.149,3.061279101
10.7,T1a,672.83,899.4,768.62,774.96,0.11,0.161,2.814,1.83,1.426,74.636,0.08,0.037,0.115,1.831,0.428,11.144,3.606,98.212,3.09073724
10.72,T1a,672.83,899.4,768.62,774.96,0.08,0.138,2.612,1.804,1.314,74.486,0.077,0.135,0.096,1.834,0.528,11.293,3.635,98.035,3.106853751
10.74,T1a,672.83,899.4,768.62,774.96,0.08,0.188,2.627,1.744,1.184,74.321,0.132,0.151,0.103,1.808,0.466,11.723,3.8,98.327,3.085156868
10.76,T1a,672.83,899.4,768.62,774.96,0.09,0.154,2.684,1.768,1.383,74.318,0.145,0.062,0.067,1.889,0.409,11.423,3.764,98.16,3.035147992
10.78,T1a,672.83,899.4,768.62,774.96,0.09,0.162,2.706,1.758,1.702,74.359,0.079,0.102,0.06,2.038,0.374,11.386,3.751,98.563,3.03516029
10.8,T1a,672.83,899.4,768.62,774.96,0.1,0.133,2.677,1.791,1.996,74.215,0.102,0.139,0.099,1.873,0.426,11.159,3.687,98.391,3.02679275
10.82,T1a,672.83,899.4,768.62,774.96,0.1,0.138,2.697,1.938,1.485,74.791,0.089,0.157,0.012,1.813,0.447,11.015,3.798,98.473,2.899820651
10.84,T1a,672.83,899.4,768.62,774.96,0.1,0.15,2.63,1.859,1.18,75.072,0.104,0.055,0.037,1.768,0.39,11.399,3.644,98.387,3.127935223
10.86,T1a,672.83,899.4,768.62,774.96,0.06,0.156,2.834,1.784,1.256,74.49,0.098,0.108,0.11,1.856,0.44,11.558,3.54,98.291,3.264521407
10.88,T1a,672.83,899.4,768.62,774.96,0.09,0.138,2.898,1.814,1.434,74.601,0.184,0,0.085,1.97,0.372,11.169,3.529,98.285,3.1652623
10.9,T1a,672.83,899.4,768.62,774.96,0.08,0.147,2.881,1.83,1.454,75.216,0.122,0.041,0.036,1.882,0.302,11.137,3.54,98.669,3.145761817
10.92,T1a,672.83,899.4,768.62,774.96,0.1,0.137,2.73,1.813,1.244,75.542,0.087,0.024,0.059,1.893,0.465,10.808,3.626,98.526,2.98069001
10.94,T1a,672.83,899.4,768.62,774.96,0.08,0.156,2.833,1.804,1.144,75.28,0.091,0.112,0,2.091,0.242,11.135,3.544,98.514,3.141673349
10.96,T1a,672.83,899.4,768.62,774.96,0.07,0.17,2.791,1.729,1.128,75.151,0.033,0.086,0.045,2.259,0.336,10.991,3.594,98.382,3.0578125
10.98,T1a,672.83,899.4,768.62,774.96,0.12,0.138,2.782,1.745,1.039,74.445,0.164,0.04,0.057,2.077,0.385,11.493,3.898,98.386,2.948271574
11,T1a,672.83,899.4,768.62,774.96,0.09,0.166,2.626,1.631,1.051,74.33,0.125,0.075,0.089,1.977,0.572,11.796,3.632,98.162,3.248101952
11.02,T1a,672.83,899.4,768.62,774.96,0.1,0.158,2.779,1.658,1.074,73.292,0.113,0.102,0.098,1.988,0.451,12.333,3.816,97.966,3.231918239
11.04,T1a,672.83,899.4,768.62,774.96,0.1,0.149,2.733,1.627,1.113,74.146,0.142,0.125,0.062,1.941,0.415,11.873,3.71,98.14,3.2
11.06,T1a,672.83,899.4,768.62,774.96,0.08,0.14,2.677,1.643,1.052,74.018,0.139,0.116,0.047,1.929,0.402,12.277,3.839,98.358,3.197998377
11.08,T1a,672.83,899.4,768.62,774.96,0.1,0.167,2.811,1.645,1.171,73.132,0.129,0.046,0.119,1.854,0.422,12.588,3.982,98.163,3.161298909
11.1,T1a,672.83,899.4,768.62,774.96,0.07,0.136,2.862,1.666,1.388,72.636,0.097,0.042,0.018,2.051,0.504,12.652,4.167,98.292,3.036187564
11.12,T1a,672.83,899.4,768.62,774.96,0.08,0.116,2.748,1.719,2.566,72.489,0.087,0.069,0.01,1.968,0.42,12.216,3.908,98.395,3.125688796
11.14,T1a,672.83,899.4,768.62,774.96,0.07,0.169,2.806,1.785,2.032,73.191,0.085,0.062,0.04,2.002,0.338,12.232,3.728,98.543,3.281232801
11.16,T1a,672.83,899.4,768.62,774.96,0.06,0.178,2.701,1.8,1.352,73.311,0.096,0.071,0.077,1.941,0.419,12.493,3.871,98.368,3.227211975
11.18,T1a,672.83,899.4,768.62,774.96,0.11,0.154,2.856,1.734,1.276,72.684,0.139,0.017,0.154,2.119,0.469,12.623,4.047,98.384,3.119441572
11.2,T1a,672.83,899.4,768.62,774.96,0.08,0.16,2.753,1.701,1.284,73.184,0.125,0.055,0,2.159,0.377,12.512,3.975,98.363,3.147519582
11.22,T1a,672.83,899.4,768.62,774.96,0.06,0.164,2.812,1.684,1.637,72.75,0.087,0.091,0.034,2.278,0.428,12.433,3.9,98.361,3.188265971
11.24,T1a,672.83,899.4,768.62,774.96,0.06,0.139,2.807,1.748,1.485,72.765,0.116,0.102,0.082,2.325,0.508,12.4,3.901,98.442,3.178834034
11.26,T1a,672.83,899.4,768.62,774.96,0.11,0.131,2.831,1.646,1.298,73.129,0.112,0.084,0.103,2.073,0.587,12.317,4.066,98.487,3.028930818
11.28,T1a,672.83,899.4,768.62,774.96,0.11,0.164,2.972,1.708,1.157,72.313,0.095,0,0.037,2.438,0.458,12.985,4.025,98.459,3.226225166
11.3,T1a,672.83,899.4,768.62,774.96,0.08,0.197,3.087,1.722,1.105,72.191,0.124,0.129,0,2.25,0.43,12.915,4.292,98.524,3.009065727
11.32,T1a,672.83,899.4,768.62,774.96,0.1,0.15,2.941,1.702,1.13,72.56,0.19,0.061,0.21,2.091,0.451,12.828,4.009,98.426,3.199584739
11.34,T1a,672.83,899.4,768.62,774.96,0.1,0.174,2.931,1.548,1.206,72.459,0.163,0.045,0.068,2.011,0.529,12.984,4.175,98.396,3.109997494
11.36,T1a,672.83,899.4,768.62,774.96,0.08,0.132,2.931,1.641,1.726,71.831,0.152,0.121,0.122,2.069,0.458,13.087,4.019,98.368,3.25632994
11.38,T1a,672.83,899.4,768.62,774.96,0.08,0.117,2.72,1.721,2.554,71.341,0.147,0.098,0.141,2.183,0.426,12.837,3.957,98.32,3.244055396
11.4,T1a,672.83,899.4,768.62,774.96,0.08,0.127,2.841,1.624,2.073,72.144,0.115,0.129,0.131,2.073,0.425,12.634,4.064,98.461,3.108471074
11.42,T1a,672.83,899.4,768.62,774.96,0.04,0.138,2.802,1.737,1.819,72.007,0.153,0.108,0.071,1.975,0.569,12.89,3.932,98.243,3.278434463
11.44,T1a,672.83,899.4,768.62,774.96,0.08,0.161,2.676,1.719,1.788,72.468,0.165,0.133,0.048,1.891,0.528,12.573,4.041,98.274,3.111369509
11.46,T1a,672.83,899.4,768.62,774.96,0.05,0.156,2.679,1.606,1.804,72.765,0.041,0.11,0.055,2.019,0.394,12.694,3.815,98.183,3.327338129
11.48,T1a,672.83,899.4,768.62,774.96,0.08,0.095,2.649,1.695,3.276,70.837,0.087,0.083,0.086,1.925,0.493,13.06,3.981,98.345,3.280771263
11.5,T1a,672.83,899.4,768.62,774.96,0.05,0.188,2.598,1.739,2.419,71.552,0.084,0.036,0.052,1.878,0.454,13.289,3.99,98.333,3.330878342
11.52,T1a,672.83,899.4,768.62,774.96,0.07,0.151,2.685,1.652,1.465,72.129,0.151,0,0.111,2.034,0.356,12.966,4.086,97.858,3.173056995
11.54,T1a,672.83,899.4,768.62,774.96,0.09,0.131,2.758,1.727,1.302,72.977,0.087,0.037,0.007,2.056,0.468,12.899,3.746,98.288,3.443264394
11.56,T1a,672.83,899.4,768.62,774.96,0.07,0.153,2.744,1.75,1.11,73.044,0.073,0.075,0.151,1.858,0.501,13.028,3.976,98.532,3.277058519
11.58,T1a,672.83,899.4,768.62,774.96,0.1,0.152,2.752,1.77,1.023,73.102,0.1,0.076,0.056,1.91,0.27,12.77,4.066,98.145,3.140394704
11.6,T1a,672.83,899.4,768.62,774.96,0.06,0.153,2.755,1.837,1.09,73.048,0.094,0.122,0,1.901,0.481,12.5,3.954,97.999,3.161463664
11.62,T1a,672.83,899.4,768.62,774.96,0.07,0.164,2.829,1.855,1.135,73.923,0.058,0.068,0.085,1.813,0.376,12.401,3.679,98.459,3.370642702
11.64,T1a,672.83,899.4,768.62,774.96,0.1,0.148,2.968,1.631,1.038,73.231,0.17,0.096,0.049,2.003,0.533,12.611,3.918,98.498,3.218219249
11.66,T1a,672.83,899.4,768.62,774.96,0.03,0.204,2.95,1.778,1.011,73.325,0.063,0.135,0.033,1.857,0.436,12.619,3.819,98.257,3.30454071
11.68,T1a,672.83,899.4,768.62,774.96,0.07,0.152,2.868,1.869,1.23,72.614,0.13,0.046,0.012,1.791,0.52,12.977,3.946,98.227,3.288485451
11.7,T1a,672.83,899.4,768.62,774.96,0.08,0.169,2.794,1.731,1.281,73.525,0.165,0.112,0.193,1.802,0.376,12.249,3.713,98.192,3.29895288
11.72,T1a,672.83,899.4,768.62,774.96,0.09,0.162,2.988,1.68,1.123,73.627,0.109,0.122,0.133,1.835,0.346,12.343,3.847,98.406,3.208354559
11.74,T1a,672.83,899.4,768.62,774.96,0.1,0.147,2.96,1.697,1.154,73.463,0.109,0.083,0.035,1.744,0.403,12.651,3.962,98.507,3.193491865
11.76,T1a,672.83,899.4,768.62,774.96,0.09,0.134,2.948,1.742,1.258,73.214,0.133,0.108,0.059,1.802,0.422,12.544,3.972,98.423,3.15826087
11.78,T1a,672.83,899.4,768.62,774.96,0.08,0.15,3.009,1.762,1.221,72.931,0.154,0.086,0.034,1.902,0.376,12.655,3.98,98.337,3.179945396
11.8,T1a,672.83,899.4,768.62,774.96,0.09,0.17,3.209,1.965,1.169,72.709,0.099,0.025,0.063,1.883,0.292,12.84,3.978,98.49,3.227603513
11.82,T1a,672.83,899.4,768.62,774.96,0.11,0.167,3.417,1.822,1.031,72.086,0.071,0,0.068,1.989,0.329,13.28,3.845,98.214,3.453461239
11.84,T1a,672.83,899.4,768.62,774.96,0.09,0.133,3.077,1.745,0.982,72.973,0.073,0.068,0.097,1.872,0.409,13.133,3.92,98.573,3.350401606
11.86,T1a,672.83,899.4,768.62,774.96,0.11,0.156,3.096,1.721,1.007,72.939,0.098,0.056,0,1.795,0.477,13.081,3.861,98.397,3.387785876
